disassembled_number_of_lines,disassembled_line_length_49,disassembled_line_length_56,disassembled_line_length_44,disassembled_line_length_55,disassembled_line_length_43,disassembled_line_length_62,disassembled_line_length_59,disassembled_line_length_45,disassembled_line_length_63
37804.0,2794.0,5452.0,7149.0,1214.0,233.0,134.0,186.0,577.0,34.0
48668.0,7697.0,8261.0,8284.0,2306.0,458.0,251.0,251.0,492.0,96.0
81738.0,7455.0,10092.0,14010.0,3042.0,1084.0,528.0,470.0,913.0,208.0
450096.0,58584.0,32592.0,76474.0,32095.0,2784.0,1219.0,1219.0,990.0,319.0
24189.0,2173.0,2290.0,2556.0,653.0,539.0,189.0,120.0,146.0,56.0
42438.0,9490.0,2975.0,6100.0,1471.0,640.0,285.0,243.0,526.0,134.0
45515.0,3252.0,6985.0,9392.0,1373.0,293.0,210.0,197.0,696.0,48.0
13991.0,2684.0,582.0,2615.0,847.0,39.0,39.0,30.0,76.0,18.0
224959.0,31812.0,25604.0,36724.0,5373.0,2791.0,2837.0,1081.0,3528.0,577.0
2840.0,217.0,200.0,639.0,96.0,23.0,9.0,3.0,25.0,0.0
2835.0,224.0,203.0,633.0,95.0,22.0,9.0,3.0,25.0,0.0
151506.0,21700.0,9942.0,23391.0,8201.0,1448.0,751.0,314.0,980.0,246.0
14683.0,2662.0,579.0,2644.0,828.0,77.0,40.0,30.0,49.0,12.0
15097.0,2679.0,553.0,2613.0,828.0,33.0,39.0,47.0,41.0,8.0
45538.0,3277.0,6986.0,9382.0,1358.0,297.0,205.0,204.0,699.0,44.0
45562.0,3282.0,7001.0,9376.0,1349.0,300.0,211.0,204.0,692.0,44.0
14548.0,2741.0,679.0,2736.0,861.0,44.0,53.0,37.0,108.0,14.0
37685.0,6244.0,6941.0,6875.0,1789.0,126.0,85.0,144.0,353.0,47.0
14471.0,2679.0,573.0,2603.0,828.0,33.0,39.0,43.0,41.0,8.0
45528.0,3259.0,7013.0,9354.0,1346.0,304.0,211.0,210.0,691.0,45.0
114433.0,9221.0,6701.0,11615.0,4447.0,2422.0,884.0,848.0,972.0,423.0
8874.0,2225.0,442.0,1182.0,124.0,117.0,89.0,65.0,74.0,11.0
15084.0,2731.0,699.0,2721.0,856.0,38.0,44.0,30.0,95.0,14.0
143748.0,11124.0,11065.0,25965.0,3393.0,1729.0,612.0,753.0,1105.0,353.0
879034.0,134777.0,50590.0,111232.0,34757.0,8677.0,3115.0,1505.0,6375.0,948.0
717506.0,54471.0,13547.0,28667.0,29360.0,7049.0,886.0,2016.0,2102.0,366.0
15097.0,1798.0,1359.0,2095.0,648.0,379.0,176.0,104.0,223.0,48.0
37871.0,6264.0,6873.0,6851.0,1807.0,129.0,98.0,132.0,371.0,43.0
14412.0,2774.0,651.0,2625.0,866.0,52.0,54.0,34.0,97.0,14.0
151444.0,21682.0,9969.0,23364.0,8204.0,1442.0,752.0,303.0,970.0,247.0
37603.0,6292.0,7168.0,6783.0,1803.0,124.0,91.0,135.0,338.0,52.0
9247.0,779.0,549.0,1068.0,653.0,186.0,32.0,44.0,67.0,22.0
547584.0,32142.0,14981.0,39821.0,11568.0,13059.0,1001.0,721.0,3815.0,435.0
2840.0,219.0,200.0,638.0,94.0,22.0,9.0,3.0,26.0,0.0
287603.0,40334.0,33609.0,47285.0,6361.0,3038.0,3595.0,1171.0,4510.0,653.0
14934.0,1754.0,1285.0,2156.0,606.0,411.0,197.0,108.0,176.0,74.0
114433.0,9221.0,6701.0,11615.0,4447.0,2422.0,884.0,848.0,972.0,423.0
1576621.0,146486.0,122863.0,282823.0,113365.0,18388.0,8060.0,2904.0,3504.0,2785.0
14654.0,2787.0,655.0,2692.0,860.0,57.0,52.0,49.0,99.0,13.0
114433.0,9221.0,6701.0,11615.0,4447.0,2422.0,884.0,848.0,972.0,423.0
1153506.0,117215.0,110308.0,136491.0,45549.0,26868.0,12556.0,8613.0,13529.0,5403.0
586421.0,75442.0,71277.0,97137.0,11938.0,4887.0,4964.0,1651.0,10209.0,1057.0
666136.0,86472.0,42769.0,119918.0,47967.0,6318.0,3651.0,1837.0,5182.0,977.0
1166258.0,114929.0,48376.0,119268.0,36989.0,15232.0,7212.0,3219.0,9520.0,2518.0
14549.0,1743.0,1150.0,2752.0,545.0,100.0,48.0,27.0,235.0,25.0
9554.0,677.0,367.0,996.0,243.0,151.0,68.0,19.0,147.0,9.0
37580.0,6295.0,7206.0,6751.0,1791.0,133.0,94.0,142.0,343.0,48.0
43152.0,3299.0,6871.0,8200.0,1427.0,297.0,125.0,190.0,572.0,32.0
162560.0,21610.0,23129.0,24464.0,4953.0,2941.0,1700.0,808.0,2652.0,553.0
44758.0,3353.0,7580.0,8795.0,1414.0,274.0,111.0,223.0,640.0,33.0
15040.0,2756.0,640.0,2744.0,854.0,66.0,50.0,45.0,107.0,15.0
11365.0,512.0,1002.0,1102.0,141.0,403.0,175.0,11.0,188.0,152.0
7323.0,762.0,207.0,645.0,131.0,160.0,20.0,15.0,113.0,12.0
163220.0,21571.0,23123.0,24566.0,5190.0,3029.0,1669.0,758.0,2658.0,555.0
287311.0,40508.0,33675.0,47223.0,6301.0,3091.0,3555.0,1129.0,4475.0,671.0
14029.0,2694.0,575.0,2649.0,831.0,51.0,42.0,29.0,46.0,11.0
37892.0,2779.0,5447.0,7161.0,1229.0,232.0,126.0,185.0,572.0,36.0
55803.0,7386.0,2997.0,10360.0,3294.0,299.0,327.0,145.0,610.0,92.0
45140.0,3199.0,6889.0,9363.0,1352.0,330.0,199.0,192.0,713.0,46.0
15468.0,3296.0,1332.0,2192.0,620.0,358.0,199.0,129.0,197.0,56.0
37610.0,6221.0,6919.0,6865.0,1806.0,136.0,80.0,149.0,326.0,44.0
14902.0,2900.0,609.0,2578.0,839.0,233.0,50.0,30.0,51.0,11.0
11718.0,776.0,446.0,1120.0,270.0,209.0,84.0,19.0,161.0,7.0
14100.0,2758.0,606.0,2601.0,854.0,76.0,44.0,31.0,58.0,11.0
248343.0,34276.0,28174.0,40272.0,5722.0,3047.0,3288.0,1192.0,3970.0,637.0
523302.0,54403.0,19622.0,71705.0,20946.0,3671.0,1924.0,1940.0,6685.0,529.0
31684.0,1109.0,2692.0,7893.0,736.0,100.0,107.0,60.0,409.0,84.0
9247.0,779.0,549.0,1068.0,653.0,186.0,32.0,44.0,67.0,22.0
589192.0,68613.0,50687.0,89759.0,27647.0,15127.0,7027.0,5142.0,7146.0,2708.0
9488.0,510.0,282.0,593.0,113.0,1371.0,49.0,24.0,152.0,13.0
8895.0,898.0,615.0,1211.0,186.0,105.0,61.0,45.0,144.0,8.0
13987.0,2724.0,597.0,2631.0,844.0,45.0,42.0,29.0,68.0,10.0
13122.0,2624.0,553.0,2549.0,823.0,33.0,39.0,25.0,41.0,8.0
41011.0,6711.0,7542.0,7210.0,1969.0,234.0,142.0,186.0,383.0,60.0
271273.0,30504.0,16359.0,37068.0,12099.0,3591.0,2223.0,1779.0,4071.0,902.0
596114.0,72517.0,52824.0,91622.0,29163.0,15342.0,7693.0,5410.0,7739.0,2996.0
9488.0,510.0,282.0,593.0,113.0,1371.0,49.0,24.0,152.0,13.0
884844.0,74155.0,75305.0,107330.0,17861.0,12575.0,4332.0,3395.0,15772.0,1628.0
182290.0,25324.0,20723.0,29712.0,4753.0,2559.0,2155.0,892.0,2768.0,483.0
5973.0,564.0,278.0,519.0,171.0,247.0,21.0,28.0,55.0,14.0
7052.0,625.0,293.0,443.0,109.0,103.0,18.0,28.0,86.0,13.0
11365.0,512.0,1002.0,1102.0,141.0,403.0,175.0,11.0,188.0,152.0
35321.0,8200.0,3184.0,6498.0,961.0,215.0,188.0,86.0,365.0,109.0
37549.0,6273.0,7195.0,6746.0,1796.0,137.0,93.0,136.0,338.0,49.0
8568.0,1601.0,509.0,1353.0,144.0,128.0,40.0,50.0,36.0,22.0
6261.0,62.0,741.0,493.0,85.0,127.0,45.0,19.0,2.0,4.0
15695.0,2742.0,595.0,2739.0,875.0,37.0,57.0,30.0,52.0,17.0
15773.0,2679.0,585.0,2614.0,852.0,44.0,41.0,27.0,65.0,15.0
20848.0,2722.0,1122.0,3055.0,809.0,209.0,173.0,110.0,381.0,56.0
81755.0,7450.0,10088.0,14007.0,3033.0,1081.0,532.0,460.0,916.0,206.0
1576616.0,146484.0,122864.0,282819.0,113365.0,18388.0,8060.0,2904.0,3504.0,2785.0
41510.0,3050.0,6150.0,8348.0,1254.0,321.0,178.0,189.0,647.0,38.0
37918.0,2767.0,5410.0,7170.0,1222.0,241.0,129.0,187.0,576.0,42.0
9771.0,926.0,397.0,1020.0,266.0,190.0,61.0,39.0,99.0,14.0
20015.0,3164.0,1097.0,3215.0,752.0,194.0,196.0,100.0,202.0,59.0
7323.0,762.0,207.0,645.0,131.0,160.0,20.0,15.0,113.0,12.0
663473.0,83340.0,84377.0,104208.0,45878.0,4269.0,4324.0,1451.0,4630.0,896.0
37632.0,6304.0,7170.0,6779.0,1799.0,146.0,89.0,138.0,342.0,43.0
9554.0,677.0,367.0,996.0,243.0,151.0,68.0,19.0,147.0,9.0
37581.0,6289.0,7174.0,6769.0,1796.0,134.0,93.0,141.0,338.0,40.0
43452.0,3255.0,6563.0,8881.0,1329.0,306.0,201.0,196.0,695.0,45.0
81701.0,7448.0,10093.0,13978.0,3040.0,1091.0,528.0,463.0,918.0,207.0
124191.0,13205.0,9741.0,13651.0,3950.0,2269.0,993.0,740.0,1517.0,441.0
81750.0,7445.0,10099.0,14013.0,3046.0,1093.0,524.0,464.0,917.0,209.0
14683.0,2662.0,579.0,2644.0,828.0,77.0,40.0,30.0,49.0,12.0
14671.0,2877.0,629.0,2660.0,899.0,46.0,54.0,36.0,210.0,11.0
717506.0,54471.0,13547.0,28667.0,29360.0,7049.0,886.0,2016.0,2102.0,366.0
8475.0,861.0,205.0,1296.0,210.0,100.0,57.0,27.0,158.0,10.0
666259.0,86472.0,42753.0,119964.0,47974.0,6316.0,3651.0,1864.0,5185.0,976.0
41567.0,3058.0,6136.0,8364.0,1253.0,315.0,188.0,190.0,651.0,33.0
37640.0,6287.0,7182.0,6792.0,1790.0,140.0,86.0,139.0,337.0,41.0
8770.0,318.0,237.0,472.0,154.0,86.0,19.0,19.0,79.0,8.0
41496.0,3019.0,6131.0,8350.0,1267.0,317.0,179.0,190.0,650.0,36.0
15233.0,1761.0,1353.0,2232.0,651.0,448.0,196.0,130.0,196.0,70.0
122172.0,12682.0,9618.0,13269.0,3845.0,2213.0,966.0,706.0,1404.0,461.0
54343.0,6472.0,4888.0,7224.0,2355.0,1316.0,807.0,487.0,756.0,295.0
48630.0,7696.0,8269.0,8224.0,2319.0,472.0,253.0,258.0,495.0,98.0
7102.0,544.0,359.0,606.0,94.0,125.0,50.0,31.0,48.0,16.0
841037.0,109282.0,79511.0,108602.0,39771.0,24805.0,12074.0,8794.0,11377.0,4728.0
37567.0,6262.0,7201.0,6762.0,1786.0,142.0,88.0,136.0,341.0,47.0
41025.0,6737.0,7540.0,7184.0,1972.0,223.0,132.0,180.0,388.0,64.0
162512.0,22894.0,18750.0,25841.0,4543.0,2331.0,1881.0,762.0,2702.0,470.0
14176.0,2711.0,606.0,2618.0,834.0,184.0,39.0,32.0,83.0,10.0
45506.0,3258.0,7002.0,9336.0,1359.0,303.0,216.0,198.0,700.0,44.0
13122.0,2624.0,553.0,2549.0,823.0,33.0,39.0,25.0,41.0,8.0
27297.0,1854.0,2167.0,7044.0,647.0,289.0,101.0,57.0,400.0,58.0
15353.0,2853.0,733.0,2575.0,868.0,43.0,46.0,28.0,66.0,9.0
125851.0,13399.0,9802.0,13907.0,4056.0,2296.0,1007.0,782.0,1559.0,436.0
27304.0,3619.0,2735.0,3573.0,1235.0,853.0,362.0,255.0,362.0,141.0
7052.0,625.0,293.0,443.0,109.0,103.0,18.0,28.0,86.0,13.0
9554.0,677.0,367.0,996.0,243.0,151.0,68.0,19.0,147.0,9.0
48631.0,7699.0,8254.0,8251.0,2312.0,454.0,262.0,262.0,494.0,98.0
542240.0,109740.0,47402.0,81767.0,30983.0,4104.0,2778.0,1287.0,5108.0,1157.0
11834.0,858.0,1051.0,2029.0,220.0,77.0,138.0,10.0,194.0,154.0
53247.0,11109.0,4165.0,7971.0,1883.0,988.0,471.0,366.0,1079.0,206.0
14688.0,2802.0,627.0,2710.0,876.0,86.0,60.0,36.0,82.0,9.0
14804.0,2695.0,611.0,2641.0,824.0,53.0,62.0,25.0,42.0,10.0
839.0,67.0,76.0,151.0,19.0,0.0,1.0,1.0,17.0,0.0
37809.0,6231.0,6889.0,6822.0,1808.0,122.0,88.0,142.0,366.0,44.0
240814.0,16317.0,12343.0,25552.0,6211.0,4911.0,2036.0,3625.0,2226.0,686.0
18564.0,1125.0,802.0,1790.0,467.0,486.0,91.0,93.0,138.0,19.0
15285.0,1767.0,1350.0,2264.0,677.0,431.0,186.0,98.0,212.0,60.0
81747.0,7433.0,10082.0,13994.0,3038.0,1090.0,527.0,463.0,924.0,205.0
183569.0,25302.0,20852.0,30044.0,4826.0,2563.0,2260.0,923.0,2725.0,549.0
14596.0,2729.0,603.0,2623.0,864.0,95.0,48.0,54.0,48.0,9.0
14491.0,2716.0,643.0,2769.0,847.0,54.0,48.0,29.0,73.0,8.0
48643.0,7675.0,8266.0,8259.0,2305.0,457.0,262.0,260.0,496.0,91.0
15472.0,3286.0,1367.0,2219.0,637.0,366.0,169.0,131.0,196.0,65.0
14850.0,2634.0,562.0,2544.0,825.0,33.0,56.0,21.0,39.0,13.0
2835.0,221.0,200.0,633.0,92.0,23.0,9.0,3.0,25.0,0.0
1842522.0,168674.0,108595.0,226661.0,95701.0,25465.0,12411.0,6613.0,26273.0,3946.0
154180.0,17752.0,11163.0,11953.0,3999.0,5587.0,2411.0,865.0,1711.0,417.0
38972.0,4675.0,2581.0,6550.0,1840.0,644.0,250.0,167.0,432.0,73.0
131882.0,10403.0,6673.0,14897.0,3572.0,2276.0,890.0,736.0,1692.0,237.0
217975.0,14880.0,10967.0,16227.0,4785.0,3472.0,1759.0,864.0,1459.0,659.0
886269.0,74287.0,75446.0,107496.0,17880.0,12627.0,4355.0,3464.0,15812.0,1666.0
3196.0,94.0,286.0,210.0,51.0,107.0,14.0,30.0,7.0,4.0
24084.0,1444.0,926.0,2195.0,474.0,544.0,98.0,82.0,322.0,17.0
988882.0,95956.0,40308.0,102647.0,28643.0,14854.0,6466.0,3097.0,8651.0,2347.0
44613.0,3937.0,1757.0,3372.0,2191.0,565.0,169.0,126.0,355.0,76.0
14305.0,2754.0,622.0,2667.0,850.0,60.0,48.0,35.0,61.0,11.0
37548.0,6260.0,7176.0,6794.0,1786.0,134.0,98.0,140.0,338.0,48.0
6440.0,427.0,266.0,447.0,118.0,121.0,14.0,17.0,38.0,5.0
2577.0,44.0,277.0,197.0,37.0,41.0,27.0,17.0,2.0,0.0
528738.0,36141.0,39270.0,50288.0,12895.0,17218.0,3426.0,3739.0,6116.0,1518.0
8895.0,898.0,615.0,1211.0,186.0,105.0,61.0,45.0,144.0,8.0
45257.0,3394.0,7662.0,9056.0,1424.0,281.0,95.0,201.0,627.0,35.0
7920.0,584.0,533.0,895.0,190.0,148.0,68.0,47.0,94.0,20.0
15577.0,2738.0,573.0,2714.0,832.0,97.0,47.0,29.0,85.0,8.0
37880.0,6265.0,6883.0,6869.0,1823.0,127.0,93.0,138.0,355.0,41.0
78601.0,949.0,1172.0,1693.0,351.0,964.0,40.0,140.0,71.0,74.0
13043.0,2643.0,542.0,2543.0,825.0,27.0,47.0,19.0,37.0,9.0
14831.0,2687.0,601.0,2713.0,1018.0,40.0,43.0,31.0,60.0,10.0
15965.0,462.0,809.0,1388.0,286.0,942.0,48.0,86.0,11.0,8.0
10584.0,529.0,996.0,2499.0,130.0,64.0,105.0,13.0,148.0,137.0
708680.0,92058.0,66925.0,91536.0,33555.0,20805.0,10135.0,7261.0,9560.0,3949.0
4174.0,410.0,402.0,926.0,136.0,68.0,31.0,21.0,44.0,15.0
2410.0,38.0,298.0,216.0,31.0,37.0,20.0,22.0,3.0,2.0
162860.0,21490.0,23009.0,24606.0,5046.0,2955.0,1655.0,813.0,2631.0,561.0
81745.0,7460.0,10097.0,13999.0,3041.0,1084.0,533.0,463.0,918.0,205.0
12531.0,541.0,294.0,901.0,191.0,526.0,37.0,21.0,114.0,78.0
13043.0,2643.0,542.0,2543.0,825.0,27.0,47.0,19.0,37.0,9.0
124492.0,32598.0,9943.0,22888.0,6275.0,1655.0,800.0,493.0,1295.0,573.0
15062.0,2801.0,653.0,2689.0,858.0,87.0,55.0,47.0,69.0,13.0
34620.0,2737.0,1558.0,4012.0,679.0,1737.0,87.0,91.0,160.0,67.0
14528.0,1115.0,642.0,1533.0,212.0,276.0,107.0,127.0,264.0,12.0
44770.0,3349.0,7575.0,8784.0,1426.0,271.0,109.0,226.0,634.0,34.0
552293.0,2620.0,22132.0,91567.0,936.0,924.0,295.0,222.0,287.0,99.0
45207.0,2556.0,3751.0,8523.0,1407.0,962.0,315.0,315.0,240.0,124.0
37579.0,6270.0,7190.0,6773.0,1790.0,136.0,89.0,140.0,336.0,48.0
123459.0,13073.0,9760.0,13563.0,3897.0,2266.0,963.0,731.0,1494.0,427.0
29059.0,2422.0,1151.0,2732.0,776.0,416.0,165.0,41.0,264.0,46.0
32507.0,2995.0,1441.0,3900.0,1035.0,403.0,273.0,107.0,313.0,69.0
10590.0,1036.0,806.0,1837.0,605.0,198.0,84.0,36.0,72.0,19.0
126945.0,7085.0,2750.0,10509.0,1073.0,2657.0,923.0,320.0,1090.0,110.0
6738.0,353.0,296.0,586.0,1324.0,272.0,27.0,40.0,45.0,6.0
13122.0,2624.0,553.0,2549.0,823.0,33.0,39.0,25.0,41.0,8.0
18014.0,1760.0,1594.0,2512.0,686.0,436.0,141.0,108.0,69.0,21.0
14903.0,1100.0,638.0,1684.0,273.0,323.0,91.0,125.0,253.0,15.0
28126.0,251.0,1254.0,8617.0,123.0,116.0,56.0,43.0,36.0,7.0
48514.0,1732.0,3804.0,3750.0,1231.0,3047.0,188.0,370.0,146.0,49.0
15994.0,1849.0,1485.0,2293.0,728.0,405.0,188.0,178.0,216.0,74.0
523540.0,54416.0,19625.0,71795.0,20957.0,3656.0,1963.0,1927.0,6675.0,524.0
19296.0,4306.0,1564.0,2978.0,752.0,388.0,181.0,124.0,258.0,60.0
178645.0,13908.0,9889.0,17092.0,3107.0,3350.0,872.0,911.0,1867.0,450.0
24084.0,1444.0,926.0,2195.0,474.0,544.0,98.0,82.0,322.0,17.0
57213.0,7193.0,5569.0,7489.0,2213.0,1373.0,707.0,469.0,829.0,246.0
23936.0,718.0,1426.0,2142.0,504.0,1466.0,132.0,137.0,89.0,35.0
16451.0,949.0,764.0,1531.0,235.0,220.0,99.0,68.0,213.0,32.0
842.0,66.0,76.0,154.0,23.0,2.0,2.0,1.0,16.0,0.0
609451.0,88424.0,34545.0,80595.0,33475.0,37593.0,4026.0,1498.0,1310.0,475.0
14558.0,2776.0,655.0,2710.0,850.0,45.0,43.0,39.0,102.0,19.0
104178.0,1081.0,4795.0,9810.0,978.0,3889.0,180.0,222.0,42.0,63.0
14304.0,2665.0,611.0,2707.0,848.0,43.0,52.0,27.0,73.0,10.0
44790.0,3345.0,7564.0,8762.0,1423.0,271.0,107.0,232.0,638.0,35.0
414306.0,44314.0,34941.0,56062.0,7650.0,6616.0,3534.0,1281.0,5007.0,705.0
265721.0,5535.0,21190.0,104065.0,14506.0,2005.0,2052.0,800.0,4363.0,641.0
19125.0,862.0,623.0,1315.0,184.0,191.0,69.0,55.0,238.0,13.0
14580.0,1121.0,673.0,1460.0,223.0,323.0,85.0,147.0,251.0,22.0
24932.0,2698.0,1205.0,3292.0,850.0,338.0,199.0,191.0,370.0,38.0
18277.0,878.0,651.0,1308.0,322.0,748.0,83.0,42.0,223.0,24.0
14527.0,2815.0,634.0,2627.0,835.0,68.0,49.0,33.0,71.0,14.0
80234.0,7922.0,4765.0,8462.0,4363.0,1166.0,560.0,330.0,648.0,243.0
34792.0,2764.0,1575.0,4048.0,688.0,1746.0,88.0,91.0,162.0,69.0
2840.0,220.0,200.0,637.0,95.0,25.0,9.0,3.0,25.0,0.0
842.0,66.0,76.0,154.0,23.0,2.0,2.0,1.0,16.0,0.0
545944.0,9737.0,43756.0,220577.0,30485.0,3405.0,4015.0,1428.0,8888.0,1393.0
24932.0,2698.0,1205.0,3292.0,850.0,338.0,199.0,191.0,370.0,38.0
22811.0,147.0,172.0,220.0,45.0,93.0,5.0,31.0,62.0,1.0
7920.0,584.0,533.0,895.0,190.0,148.0,68.0,47.0,94.0,20.0
842.0,66.0,76.0,154.0,23.0,2.0,2.0,1.0,16.0,0.0
73894.0,7964.0,6001.0,7970.0,2793.0,1827.0,1107.0,797.0,830.0,313.0
81298.0,8146.0,4990.0,8376.0,4436.0,1228.0,564.0,364.0,596.0,253.0
18564.0,1125.0,802.0,1790.0,467.0,486.0,91.0,93.0,138.0,19.0
173713.0,44543.0,10452.0,29188.0,13717.0,1441.0,1238.0,526.0,1248.0,382.0
7102.0,544.0,359.0,606.0,94.0,125.0,50.0,31.0,48.0,16.0
695468.0,82673.0,81002.0,127065.0,7105.0,5621.0,4528.0,1181.0,12481.0,1683.0
31684.0,1109.0,2692.0,7893.0,736.0,100.0,107.0,60.0,409.0,84.0
128574.0,8409.0,6271.0,8935.0,3067.0,1728.0,687.0,530.0,831.0,1024.0
839.0,67.0,76.0,151.0,19.0,0.0,1.0,1.0,17.0,0.0
2842.0,218.0,200.0,636.0,95.0,24.0,10.0,3.0,25.0,0.0
26383.0,2909.0,1232.0,3263.0,759.0,373.0,206.0,145.0,362.0,47.0
11834.0,858.0,1051.0,2029.0,220.0,77.0,138.0,10.0,194.0,154.0
45316.0,3238.0,6966.0,9352.0,1358.0,293.0,207.0,204.0,687.0,49.0
37630.0,6272.0,7181.0,6785.0,1795.0,140.0,88.0,138.0,345.0,47.0
37657.0,6213.0,6939.0,6850.0,1804.0,142.0,74.0,143.0,352.0,49.0
81735.0,7452.0,10089.0,14008.0,3042.0,1089.0,526.0,466.0,920.0,209.0
